step,turns,empty_reasoning,other_format_errors,empty_ratio,format_invalid_ratio,reasoning_body_tokens,body_tokens_per_original_turn,whole_response_tokens_mean,supervised_token_ratio,update_skipped,train_episode_success_rate,step_seconds,rollout_seconds,teacher_forward_seconds,update_seconds,hint_wait_seconds
31,4365,4313,50,0.9880870561282933,0.9995418098510882,79,0.01809851088201604,20.371566772460938,0.0008878100311295416,0,0.421875,213.0478545576334,70.07405769638717,36.30272198468447,78.44221444800496,0.1203314010053873
32,3978,3933,45,0.9886877828054299,1.0,0,0.0,20.41390609741211,0.0,1,0.5390625,132.21279455162585,72.0709277074784,33.819390963763,0.0001410115510225296,0.11163367331027985
33,4941,4902,35,0.99210686095932,0.999190447277879,153,0.030965391621129327,20.803600311279297,0.0014875599156077119,0,0.3359375,218.22503732144833,70.62784065492451,37.654388224706054,80.80300229229033,0.13619930855929852
34,5153,5078,73,0.9854453716281778,0.9996118765767514,78,0.01513681350669513,20.411046981811523,0.0007405930441222548,0,0.3203125,245.7346227131784,72.36536884307861,51.3784683085978,90.38222482055426,10.381346123293042
35,5610,5580,26,0.9946524064171123,0.9992869875222816,136,0.024242424242424242,20.231304168701172,0.0011969828989869652,0,0.171875,253.7833001445979,66.90260826051235,44.22087519057095,92.12053389661014,2.5080862045288086
36,5198,5161,31,0.9928818776452482,0.9988457098884186,161,0.030973451327433628,20.21230697631836,0.0015318161059521998,0,0.2578125,233.86930766887963,67.94325822032988,41.292887426912785,92.67763599567115,0.14731881581246853
37,5335,5293,41,0.9921274601686972,0.9998125585754452,45,0.008434864104967198,20.240442276000977,0.0004166550929140857,0,0.296875,231.9959645010531,66.99954819865525,41.11857726611197,91.96351877972484,0.14446614682674408
38,6007,5960,44,0.9921757949059431,0.9995005826535708,77,0.012818378558348593,20.173269271850586,0.0006353082895355649,0,0.109375,270.8201541081071,72.85687959939241,47.99464686028659,112.47408737614751,0.17531763017177582
39,4810,4777,27,0.9931392931392932,0.9987525987525988,294,0.061122661122661126,20.362749099731445,0.0029979503808620638,0,0.3828125,232.15752378478646,76.78371745161712,38.529740538448095,86.78479174338281,0.13311983086168766
40,4970,4945,21,0.9949698189134809,0.999195171026157,132,0.026559356136820925,20.063302993774414,0.001322181599639405,0,0.34375,240.72209862433374,68.51340363174677,38.448142347857356,86.3746399320662,0.14375519379973412
41,4786,4735,49,0.9893439197659841,0.9995821145006268,50,0.010447137484329294,20.723289489746094,0.000503494250095664,0,0.390625,216.0299054570496,72.21095935814083,36.82340243458748,78.48393637500703,0.13497442565858364
42,5437,5380,55,0.9895162773588376,0.9996321500827662,92,0.016921096192753355,20.371875762939453,0.0008301525856546024,0,0.21875,252.89828247018158,77.56227139756083,44.287807473912835,96.87968002818525,0.15901670791208744
43,5099,5040,55,0.9884291037458325,0.9992155324573446,166,0.03255540302020004,20.236480712890625,0.001607172248201613,0,0.2734375,229.38786571845412,72.75075115263462,39.81597064062953,85.86901147477329,0.13898060284554958
44,4510,4469,41,0.990909090909091,1.0,0,0.0,20.620567321777344,0.0,1,0.453125,133.40564416721463,68.27937175892293,36.69130557589233,0.00014427676796913147,0.13684194162487984
45,4712,4667,45,0.9904499151103565,1.0,0,0.0,20.340408325195312,0.0,1,0.3828125,144.79479644820094,63.252222537994385,36.19146393984556,0.0001449044793844223,0.1341217514127493
46,5110,5043,65,0.9868884540117416,0.9996086105675147,80,0.015655577299412915,20.240610122680664,0.000773170967430173,0,0.3671875,216.4556134417653,62.49209862574935,38.21393687091768,85.52786953933537,0.14110510423779488
47,4411,4363,48,0.9891181138063931,1.0,0,0.0,20.58673095703125,0.0,1,0.4140625,127.64466217160225,64.86786143109202,35.341532193124294,0.00014388374984264374,0.12628988549113274
48,5749,5701,46,0.9916507218646721,0.999652113411028,56,0.009740824491215863,20.101877212524414,0.000484320135609638,0,0.203125,252.547358924523,68.65511485934258,45.5834289342165,102.99470848031342,0.16340953670442104
49,4887,4846,41,0.991610394925312,1.0,0,0.0,20.45478630065918,0.0,1,0.34375,128.31859901361167,62.3186178766191,37.09783097356558,0.00014254078269004822,0.13883582316339016
50,5220,5188,32,0.9938697318007663,1.0,0,0.0,20.648544311523438,0.0,1,0.2578125,322.30696852877736,68.18196672387421,41.41514438763261,0.0001588575541973114,0.143642270937562
51,4766,4725,40,0.9913973982375157,0.9997901804448175,35,0.007343684431389006,20.35507583618164,0.00036062769826795667,0,0.390625,218.71753140725195,66.5473307594657,38.34194750338793,84.22089324891567,0.13104302249848843
52,4940,4900,40,0.9919028340080972,1.0,0,0.0,19.94114112854004,0.0,1,0.34375,129.3848658259958,62.37379274703562,37.76923521049321,0.0001479126513004303,0.15058903954923153
53,5433,5385,48,0.9911651021535064,1.0,0,0.0,20.21194839477539,0.0,1,0.2734375,148.20652291178703,69.77917454577982,44.27744189463556,0.00014254078269004822,0.15619782358407974
54,5738,5681,57,0.9900662251655629,1.0,0,0.0,20.09540367126465,0.0,1,0.1640625,163.150452548638,79.93957324139774,46.970877788960934,0.00014500692486763,0.1607839446514845
55,3770,3714,56,0.9851458885941644,1.0,0,0.0,20.701271057128906,0.0,1,0.5859375,158.24998100101948,84.32005908153951,32.46501944772899,0.00013842247426509857,0.10847030207514763
56,4227,4172,53,0.9869884078542702,0.9995268511947007,70,0.01656020818547433,20.030717849731445,0.0008257638315441783,0,0.4453125,177.68897192925215,58.17611734569073,31.055075211450458,64.46888355351985,0.11411130428314209
57,3773,3702,70,0.9811820832228996,0.9997349589186324,25,0.0066260270341902995,20.721134185791016,0.00031951740091765396,0,0.59375,195.48682357929647,74.36775058321655,31.367443835362792,65.61620723828673,0.10922169499099255
58,5771,5720,48,0.9911627101022353,0.9994801594177786,109,0.018887541154046093,20.514022827148438,0.0009199166167323549,0,0.1640625,262.17842826619744,74.66757450439036,45.71206619590521,106.4940689932555,0.15961831994354725
59,5825,5761,64,0.9890128755364807,1.0,0,0.0,20.47290802001953,0.0,1,0.1953125,145.76260610111058,66.05181807465851,45.019546514377,0.00014309212565422058,0.16464434191584587
60,3993,3933,58,0.9849737039819685,0.9994991234660656,100,0.02504382669671926,20.530500411987305,0.0012177004943864007,0,0.5078125,201.4056904669851,68.86532191559672,29.918952755630016,62.5030806735158,0.10847119800746441
61,5254,5212,42,0.9920060905976399,1.0,0,0.0,20.144407272338867,0.0,1,0.2421875,138.21361300721765,66.93026183731854,40.1001866068691,0.0001710783690214157,0.14497137442231178
62,5257,5220,30,0.9929617652653605,0.9986684420772304,208,0.03956629256229789,19.67401123046875,0.0020084199142559192,0,0.2734375,242.80343705043197,66.10863829217851,50.595634043216705,93.80714587494731,9.789091708138585
63,4395,4362,33,0.9924914675767919,1.0,0,0.0,20.340681076049805,0.0,1,0.4453125,128.33179290406406,66.9479206148535,34.66476464085281,0.00013950839638710022,0.12460194155573845
64,4402,4337,65,0.9852339845524761,1.0,0,0.0,20.526769638061523,0.0,1,0.4296875,130.28493917360902,67.879489839077,34.96255199983716,0.00017842836678028107,0.12066715024411678
65,4699,4623,76,0.9838263460310704,1.0,0,0.0,20.316326141357422,0.0,1,0.375,150.45060837082565,67.65811175480485,37.13686501979828,0.00014879927039146423,0.12873042188584805
66,4576,4488,88,0.9807692307692307,1.0,0,0.0,20.569055557250977,0.0,1,0.4140625,133.76014564745128,69.43555376678705,36.46642113663256,0.00014446303248405457,0.13131403177976608
67,4385,4347,38,0.9913340935005701,1.0,0,0.0,20.267532348632812,0.0,1,0.4765625,131.59498534351587,67.841921614483,36.169397585093975,0.00013773515820503235,0.1243912111967802
68,4022,3959,63,0.9843361511685729,1.0,0,0.0,20.949054718017578,0.0,1,0.5234375,130.179841844365,73.12471428886056,31.961128821596503,0.0001532193273305893,0.11356371641159058
69,4598,4547,50,0.9889082209656372,0.9997825141365811,40,0.008699434536755112,20.408477783203125,0.000426080380063699,0,0.375,210.32608110271394,65.44409661181271,36.67568409256637,80.00479622371495,0.12936893478035927
70,4775,4729,45,0.9903664921465969,0.9997905759162303,25,0.005235602094240838,20.57495880126953,0.00025441149532900493,0,0.34375,250.93953872285783,72.23888005316257,40.208158837631345,90.17240539565682,0.13950207829475403
71,4147,4109,38,0.9908367494574392,1.0,0,0.0,20.254575729370117,0.0,1,0.5,136.17735382169485,71.62716903164983,37.4079221971333,0.00014238432049751282,2.7173594683408737
72,5575,5528,44,0.9915695067264574,0.9994618834080717,132,0.02367713004484305,20.71449089050293,0.001142817564759662,0,0.2265625,251.99507213942707,77.2432344276458,44.115835417062044,96.5367890894413,0.15635971538722515
73,4292,4258,34,0.9920782851817335,1.0,0,0.0,20.16666603088379,0.0,1,0.5,149.88845164887607,66.23147375881672,57.50547285936773,0.00014140643179416656,23.518126165494323
74,4203,4149,51,0.987152034261242,0.9992862241256245,70,0.016654770402093743,21.018535614013672,0.0007914433665739547,0,0.546875,234.16623594798148,80.63214948028326,57.26606083661318,69.77194522880018,23.0777776427567
75,4960,4924,36,0.992741935483871,1.0,0,0.0,20.233871459960938,0.0,1,0.359375,288.7691969424486,60.044586615636945,36.09349984675646,0.00014220178127288818,0.13596833124756813
76,5005,4947,58,0.9884115884115884,1.0,0,0.0,20.96845054626465,0.0,1,0.3671875,144.17914203368127,71.6588983014226,42.12039186432958,0.00014445185661315918,3.4410432763397694
77,5711,5658,52,0.9907196638066889,0.9998248993171074,36,0.006303624584135878,19.91666603088379,0.000316444569459583,0,0.171875,244.27711934410036,67.89105673506856,43.7608290836215,98.64320055395365,0.15218904428184032
78,5172,5104,68,0.9868522815158546,1.0,0,0.0,20.288253784179688,0.0,1,0.3203125,150.27629124745727,73.66749886795878,42.982842614874244,0.00014111213386058807,0.14706509560346603
79,4122,4082,38,0.990295972828724,0.9995147986414362,118,0.028626880155264434,20.190406799316406,0.0014157848007102921,0,0.5,211.07792232371867,71.7331091798842,35.61080349609256,76.65123877115548,0.12225451692938805
80,5664,5599,64,0.988524011299435,0.9998234463276836,28,0.0049435028248587575,20.51571273803711,0.0002409617817402604,0,0.1875,290.4346075691283,75.00551936216652,48.096710642799735,112.72146959416568,0.16527849808335304
81,5472,5424,46,0.9912280701754386,0.9996345029239766,87,0.015899122807017545,20.317251205444336,0.0007825429948909836,0,0.2421875,246.18066754378378,67.7181185670197,44.74306189455092,99.80141689255834,0.1567148007452488
82,5427,5354,73,0.9865487377925188,1.0,0,0.0,20.415685653686523,0.0,1,0.21875,136.27834151126444,63.40196422487497,40.85812875255942,0.00013655610382556915,0.14775893278419971
83,5278,5211,67,0.9873057976506252,1.0,0,0.0,20.32234764099121,0.0,1,0.2890625,149.86915468610823,64.0759967006743,53.52889149449766,0.0001469980925321579,12.361371409147978
84,3579,3551,27,0.9921765856384465,0.9997205923442303,15,0.004191114836546521,20.271484375,0.00020646084814116415,0,0.59375,180.3950117919594,69.22530421987176,28.90119848586619,59.844046004116535,0.09981602430343628
85,4950,4919,31,0.9937373737373737,1.0,0,0.0,20.41942596435547,0.0,1,0.328125,165.0398474726826,72.44807987846434,41.90447101742029,0.00014446116983890533,0.13831262849271297
86,4702,4664,36,0.9919183326244151,0.9995746490854955,114,0.024245002126754574,20.58949851989746,0.0011770414958751922,0,0.3671875,219.17205951549113,72.55278214253485,36.07450429908931,81.81285666674376,0.13057193160057068
87,5174,5125,49,0.990529570931581,1.0,0,0.0,19.774728775024414,0.0,1,0.3046875,142.41088674403727,67.81347392313182,42.06751097552478,0.00013677403330802917,0.14489435032010078
88,4553,4493,59,0.9868218756863606,0.9997803645947727,37,0.008126509993410937,20.12061309814453,0.00040326975476839236,0,0.4296875,211.11657404713333,67.00939978659153,36.33926518261433,79.91666557267308,0.1302618905901909
89,5109,5049,60,0.98825601879037,1.0,0,0.0,19.96224594116211,0.0,1,0.3125,155.18715845234692,70.16510898433626,53.77265284769237,0.0001428350806236267,13.528890645131469
90,4808,4747,61,0.9873128119800333,1.0,0,0.0,20.31780433654785,0.0,1,0.3203125,151.55722952447832,67.64895214512944,37.748294185847044,0.00014086812734603882,0.13441624119877815
91,4345,4324,20,0.9951668584579977,0.9997698504027618,46,0.010586881472957423,20.428768157958984,0.0005174004004229186,0,0.4609375,211.5922780185938,66.40664988383651,43.99688863195479,74.78981788083911,9.968138843774796
92,4647,4606,40,0.9911771035076393,0.9997848074026253,56,0.012050785452980417,20.233434677124023,0.000595459620394492,0,0.453125,219.16252540796995,73.16231461241841,36.75775333121419,80.7105290517211,0.13071599788963795
93,5489,5435,54,0.9901621424667517,1.0,0,0.0,20.13264274597168,0.0,1,0.2734375,150.72073627077043,70.01976611278951,46.52420556358993,0.00013908185064792633,2.654836755245924
94,5544,5503,41,0.9926046176046176,1.0,0,0.0,20.35750389099121,0.0,1,0.28125,145.33893795497715,68.36674265190959,43.49932100623846,0.0001508854329586029,0.1531032957136631
95,4392,4334,58,0.9867941712204007,1.0,0,0.0,20.32058334350586,0.0,1,0.4609375,145.27449940517545,66.13110151514411,35.04249400831759,0.0001446753740310669,0.13125499710440636
96,5010,4954,55,0.9888223552894212,0.9998003992015968,18,0.003592814371257485,20.426435470581055,0.0001756800281088045,0,0.3125,239.6113154552877,71.48006320372224,41.86799647472799,94.13369666785002,0.14337841048836708
97,5376,5348,27,0.9947916666666666,0.9998139880952381,49,0.009114583333333334,20.174293518066406,0.00045179195441511383,0,0.2265625,255.47840719297528,78.00690220855176,43.41791811771691,100.89777109771967,0.14891318418085575
98,4827,4755,72,0.9850839030453697,1.0,0,0.0,20.4952392578125,0.0,1,0.4453125,150.72447415068746,75.32554615475237,45.989407451823354,0.00013428926467895508,8.216762224212289
99,5239,5193,45,0.9912196984157282,0.9998091238786028,58,0.011070815041038367,20.435686111450195,0.0005416359272713689,0,0.265625,250.26116844452918,72.20155572704971,42.81962004676461,101.98563913628459,0.1470981128513813
100,4782,4738,42,0.9907988289418653,0.999581764951903,146,0.03053115851108323,20.23808479309082,0.0015079684772616945,0,0.34375,396.80730779469013,75.66610555537045,37.77220766618848,82.46990797109902,0.12999840080738068
101,4973,4939,34,0.9931630806354314,1.0,0,0.0,20.433481216430664,0.0,1,0.3203125,151.8722394630313,79.01419352553785,40.857734924182296,0.00013621151447296143,0.13796213641762733
102,5183,5152,31,0.9940189079683581,1.0,0,0.0,20.75945281982422,0.0,1,0.3046875,146.76630238443613,71.16218420863152,42.88873833604157,0.00013276375830173492,0.14321569353342056
103,4896,4855,41,0.9916258169934641,1.0,0,0.0,20.52267074584961,0.0,1,0.328125,136.62073268927634,65.90160021930933,40.338164599612355,0.0001467093825340271,0.14047519117593765
104,4808,4757,51,0.9893926788685524,1.0,0,0.0,20.077163696289062,0.0,1,0.328125,143.93026559986174,71.73291279561818,41.16554512642324,0.0001727920025587082,0.13735291548073292
105,4903,4835,66,0.9861309402406689,0.9995920864776667,52,0.010605751580664898,20.326671600341797,0.0005216588752232098,0,0.40625,248.2772012334317,72.5426152125001,42.02931175194681,85.58740196563303,3.465620631352067
106,5304,5226,78,0.9852941176470589,1.0,0,0.0,20.689102172851562,0.0,1,0.3125,147.05307043157518,68.98414796032012,44.48081786930561,0.00013663806021213531,0.14688826352357864
107,5034,5003,30,0.9938418752483115,0.9998013508144616,36,0.007151370679380214,19.586706161499023,0.0003646788293809577,0,0.3359375,212.41447165235877,61.23260220140219,38.842136258259416,83.03193707205355,0.13738612458109856
108,5330,5293,37,0.9930581613508442,1.0,0,0.0,19.94677734375,0.0,1,0.2421875,151.33282751217484,72.21095299907029,44.93036077544093,0.00018339790403842926,0.15837416984140873
109,4953,4906,44,0.9905108015344236,0.9993943064809206,107,0.021603068847163336,20.31975746154785,0.0010616553886452483,0,0.359375,232.42849232070148,68.84607296437025,41.56654382497072,90.93797890096903,0.14071874879300594
110,4323,4278,43,0.9895905621096461,0.9995373583159842,117,0.027064538514920196,20.400184631347656,0.0013251483713133693,0,0.5390625,222.83627451583743,70.53695052489638,34.34397759474814,72.94973672181368,0.12293436005711555
